offence,occurrenceyear,MCI,Division,Hood_ID,Neighbourhood,Long,Lat
Robbery - Business,2016.0,Robbery,D22,12,Markland Wood (12),-79.56251529999999,43.6342049
B&E W'Intent,2016.0,Break and Enter,D43,135,Morningside (135),-79.2047577,43.7903366
Assault,2016.0,Assault,D32,33,Clanton Park (33),-79.456749,43.751667
Assault,2016.0,Assault,D12,113,Weston (113),-79.5038376,43.7028809
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3813705,43.65741729999999
Robbery - Mugging,2016.0,Robbery,D54,54,O'Connor-Parkview (54),-79.2964249,43.7043915
Assault,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4547501,43.7140884
Assault,2016.0,Assault,D42,131,Rouge (131),-79.22026059999997,43.825199100000006
B&E,2016.0,Break and Enter,D12,112,Beechborough-Greenbrook (112),-79.47309109999998,43.6963425
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3864136,43.6581764
Assault With Weapon,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.4858627,43.7381744
Assault,2016.0,Assault,D12,30,Brookhaven-Amesbury (30),-79.4901657,43.6964302
Robbery - Mugging,2016.0,Robbery,D51,73,Moss Park (73),-79.3627396,43.65156939999999
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.4864502,43.7447815
B&E,2016.0,Break and Enter,D14,77,Waterfront Communities-The Island (77),-79.4033661,43.6455154
B&E,2016.0,Break and Enter,D42,117,L'Amoreaux (117),-79.3051605,43.7971191
B&E,2016.0,Break and Enter,D53,95,Annex (95),-79.39308170000002,43.6707535
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3959656,43.6478081
Robbery - Mugging,2016.0,Robbery,D33,45,Parkwoods-Donalda (45),-79.3259354,43.7591667
Assault,2016.0,Assault,D43,135,Morningside (135),-79.2062912,43.7855453
Aggravated Assault,2016.0,Assault,D32,27,York University Heights (27),-79.4684677,43.7751961
Assault,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.27722170000001,43.7051849
B&E,2016.0,Break and Enter,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58942409999999,43.7320251
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.379509,43.6424141
Assault,2016.0,Assault,D54,43,Victoria Village (43),-79.30446620000002,43.7189102
Assault,2016.0,Assault,D12,112,Beechborough-Greenbrook (112),-79.4718323,43.6917267
B&E,2016.0,Break and Enter,D53,102,Forest Hill North (102),-79.417099,43.7071609
Assault,2016.0,Assault,D41,125,Ionview (125),-79.2778625,43.7299652
Assault - Resist/ Prevent Seiz,2016.0,Assault,D54,44,Flemingdon Park (44),-79.32929229999998,43.7122536
B&E,2016.0,Break and Enter,D52,78,Kensington-Chinatown (78),-79.3935089,43.6560135
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.365654,43.6567955
Assault,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.43536379999998,43.6598854
Robbery With Weapon,2016.0,Robbery,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Discharge Firearm With Intent,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5270767,43.71680070000001
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.520401,43.76882929999999
Robbery - Delivery Person,2016.0,Robbery,D22,18,New Toronto (18),-79.5088959,43.6015396
Assault,2016.0,Assault,D12,113,Weston (113),-79.50534820000001,43.708416
Robbery - Purse Snatch,2016.0,Robbery,D32,51,Willowdale East (51),-79.4108047,43.76972960000001
B&E,2016.0,Break and Enter,D55,64,Woodbine Corridor (64),-79.3125839,43.6693344
Assault With Weapon,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.50897979999998,43.7223663
Assault Bodily Harm,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.27722170000001,43.7051849
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.5104523,43.7492294
B&E,2016.0,Break and Enter,D42,118,Tam O'Shanter-Sullivan (118),-79.3177643,43.776516
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.50897979999998,43.7223663
Assault,2016.0,Assault,D32,34,Bathurst Manor (34),-79.4691238,43.77794650000001
B&E,2016.0,Break and Enter,D55,63,The Beaches (63),-79.30474090000001,43.6662216
Theft From Motor Vehicle Over,2016.0,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2588348,43.7896233
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3864136,43.6581764
B&E,2016.0,Break and Enter,D43,139,Scarborough Village (139),-79.21891020000002,43.7431831
Theft From Mail / Bag / Key,2016.0,Theft Over,D52,76,Bay Street Corridor (76),-79.3877258,43.6656456
Assault - Force/Thrt/Impede,2016.0,Assault,D55,65,Greenwood-Coxwell (65),-79.3193054,43.6729088
Robbery - Mugging,2016.0,Robbery,D31,22,Humbermede (22),-79.5411224,43.75096129999999
Aggravated Assault,2016.0,Assault,D51,74,North St.James Town (74),-79.3754196,43.6712799
Assault With Weapon,2016.0,Assault,D51,73,Moss Park (73),-79.37484740000002,43.660656
B&E,2016.0,Break and Enter,D33,41,Bridle Path-Sunnybrook-York Mills (41),-79.3613892,43.730793
Assault,2016.0,Assault,D31,24,Black Creek (24),-79.520401,43.76882929999999
Assault,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5870972,43.74849320000001
Assault,2016.0,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4929199,43.6030731
B&E,2016.0,Break and Enter,D14,78,Kensington-Chinatown (78),-79.4020309,43.6545105
Robbery - Mugging,2016.0,Robbery,D52,76,Bay Street Corridor (76),-79.3813324,43.6511726
Unlawfully In Dwelling-House,2016.0,Break and Enter,D55,65,Greenwood-Coxwell (65),-79.3238983,43.6742897
Assault,2016.0,Assault,D12,29,Maple Leaf (29),-79.4747849,43.7165718
Unlawfully In Dwelling-House,2016.0,Break and Enter,D12,29,Maple Leaf (29),-79.4747849,43.7165718
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3864212,43.66936870000001
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.3333054,43.6625748
B&E,2016.0,Break and Enter,D33,42,Banbury-Don Mills (42),-79.3563919,43.7455597
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.3930435,43.6580391
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.24801640000003,43.7288055
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.39363859999997,43.64576339999999
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.39363859999997,43.64576339999999
Assault,2016.0,Assault,D55,70,South Riverdale (70),-79.32938390000002,43.66728970000001
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4173508,43.78707120000001
B&E,2016.0,Break and Enter,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3813477,43.7131195
Assault,2016.0,Assault,D12,110,Keelesdale-Eglinton West (110),-79.4735565,43.686657
B&E W'Intent,2016.0,Break and Enter,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.5666656,43.7511597
Assault,2016.0,Assault,D41,126,Dorset Park (126),-79.2913666,43.7634277
B&E,2016.0,Break and Enter,D53,56,Leaside-Bennington (56),-79.37715909999999,43.7110405
Assault With Weapon,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33312990000002,43.79817960000001
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33312990000002,43.79817960000001
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33312990000002,43.79817960000001
Assault,2016.0,Assault,D42,117,L'Amoreaux (117),-79.33312990000002,43.79817960000001
Assault,2016.0,Assault,D41,127,Bendale (127),-79.2625122,43.7578659
Assault With Weapon,2016.0,Assault,D42,118,Tam O'Shanter-Sullivan (118),-79.30656429999998,43.7759399
Assault,2016.0,Assault,D52,76,Bay Street Corridor (76),-79.3888702,43.6681976
Assault,2016.0,Assault,D43,135,Morningside (135),-79.1979752,43.7903175
Assault With Weapon,2016.0,Assault,D43,139,Scarborough Village (139),-79.21891020000002,43.7431831
B&E,2016.0,Break and Enter,D32,51,Willowdale East (51),-79.40061949999998,43.77970120000001
Assault,2016.0,Assault,D32,35,Westminster-Branson (35),-79.45348359999998,43.7851944
Assault Bodily Harm,2016.0,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.58380890000002,43.74681470000001
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.50291440000002,43.7399445
Assault With Weapon,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.50291440000002,43.7399445
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.50291440000002,43.7399445
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4153061,43.7787514
Assault Bodily Harm,2016.0,Assault,D32,51,Willowdale East (51),-79.4153061,43.7787514
Assault Bodily Harm,2016.0,Assault,D32,51,Willowdale East (51),-79.4153061,43.7787514
Assault - Resist/ Prevent Seiz,2016.0,Assault,D51,76,Bay Street Corridor (76),-79.3845978,43.6649399
Assault,2016.0,Assault,D55,69,Blake-Jones (69),-79.3420486,43.672123
B&E,2016.0,Break and Enter,D51,71,Cabbagetown-South St.James Town (71),-79.3691177,43.6671104
Assault With Weapon,2016.0,Assault,D51,72,Regent Park (72),-79.364769,43.66045
Assault,2016.0,Assault,D54,61,Taylor-Massey (61),-79.29156490000003,43.69615170000001
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.3783188,43.6562653
Assault,2016.0,Assault,D32,51,Willowdale East (51),-79.4013748,43.7680016
Assault,2016.0,Assault,D41,124,Kennedy Park (124),-79.25260159999998,43.7274628
B&E W'Intent,2016.0,Break and Enter,D42,116,Steeles (116),-79.31407929999997,43.8097153
Discharge Firearm - Recklessly,2016.0,Assault,D42,132,Malvern (132),-79.21535490000002,43.8011818
Discharge Firearm - Recklessly,2016.0,Assault,D42,132,Malvern (132),-79.21535490000002,43.8011818
Assault - Force/Thrt/Impede,2016.0,Assault,D12,113,Weston (113),-79.5294037,43.705143
B&E,2016.0,Break and Enter,D43,137,Woburn (137),-79.22593690000002,43.7492371
B&E,2016.0,Break and Enter,D42,129,Agincourt North (129),-79.2692947,43.8046036
B&E,2016.0,Break and Enter,D42,118,Tam O'Shanter-Sullivan (118),-79.300087,43.7798767
B&E,2016.0,Break and Enter,D53,55,Thorncliffe Park (55),-79.34362790000002,43.7074776
Assault,2016.0,Assault,D41,127,Bendale (127),-79.26353449999998,43.7444992
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.38311,43.66137310000001
Assault,2016.0,Assault,D43,136,West Hill (136),-79.19569399999997,43.764328000000006
Assault,2016.0,Assault,D32,34,Bathurst Manor (34),-79.4597168,43.7677765
Robbery - Mugging,2016.0,Robbery,D32,34,Bathurst Manor (34),-79.4691238,43.77794650000001
Assault Bodily Harm,2016.0,Assault,D32,34,Bathurst Manor (34),-79.4691238,43.77794650000001
Assault,2016.0,Assault,D22,16,Stonegate-Queensway (16),-79.5116882,43.6243439
Robbery - Business,2016.0,Robbery,D11,89,Runnymede-Bloor West Village (89),-79.48297120000002,43.64968870000001
Robbery - Business,2016.0,Robbery,D11,89,Runnymede-Bloor West Village (89),-79.48297120000002,43.64968870000001
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3900452,43.6472282
Assault With Weapon,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.3900452,43.6472282
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.4871216,43.7298851
Assault With Weapon,2016.0,Assault,D42,131,Rouge (131),-79.2100906,43.82014470000001
Pointing A Firearm,2016.0,Assault,D42,131,Rouge (131),-79.2100906,43.82014470000001
Assault,2016.0,Assault,D54,43,Victoria Village (43),-79.30493929999999,43.71598820000001
Assault,2016.0,Assault,D23,1,West Humber-Clairville (1),-79.6000748,43.7450218
Assault,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.4020004,43.6476135
B&E,2016.0,Break and Enter,D13,109,Caledonia-Fairbank (109),-79.4552765,43.6910782
Assault,2016.0,Assault,D33,42,Banbury-Don Mills (42),-79.3434448,43.737175
Assault,2016.0,Assault,D51,73,Moss Park (73),-79.35697940000001,43.6563835
Robbery - Swarming,2016.0,Robbery,D41,121,Oakridge (121),-79.2782669,43.69903950000001
Robbery - Mugging,2016.0,Robbery,D31,25,Glenfield-Jane Heights (25),-79.5177307,43.7572365
Assault With Weapon,2016.0,Assault,D13,102,Forest Hill North (102),-79.4360199,43.6987724
Robbery - Vehicle Jacking,2016.0,Robbery,D11,89,Runnymede-Bloor West Village (89),-79.48210909999997,43.6655807
Robbery - Other,2016.0,Robbery,D11,89,Runnymede-Bloor West Village (89),-79.48210909999997,43.6655807
B&E,2016.0,Break and Enter,D55,65,Greenwood-Coxwell (65),-79.3216629,43.6633415
Assault,2016.0,Assault,D43,137,Woburn (137),-79.2073822,43.7622032
B&E,2016.0,Break and Enter,D41,119,Wexford/Maryvale (119),-79.3021698,43.765583
Assault,2016.0,Assault,D31,21,Humber Summit (21),-79.57077029999998,43.7636108
Assault With Weapon,2016.0,Assault,D14,80,Palmerston-Little Italy (80),-79.4209518,43.6566315
Assault,2016.0,Assault,D33,52,Bayview Village (52),-79.37792209999998,43.7661476
Assault,2016.0,Assault,D31,25,Glenfield-Jane Heights (25),-79.51707459999999,43.7548561
Assault,2016.0,Assault,D42,118,Tam O'Shanter-Sullivan (118),-79.3003922,43.7805138
Assault With Weapon,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.36956020000002,43.6681747
Assault Bodily Harm,2016.0,Assault,D51,71,Cabbagetown-South St.James Town (71),-79.36956020000002,43.6681747
Robbery - Other,2016.0,Robbery,D43,137,Woburn (137),-79.2177429,43.7675552
Assault,2016.0,Assault,D13,109,Caledonia-Fairbank (109),-79.4617767,43.6887054
Aggravated Assault,2016.0,Assault,D51,73,Moss Park (73),-79.3694611,43.6545258
B&E,2016.0,Break and Enter,D51,75,Church-Yonge Corridor (75),-79.3778992,43.6652184
Assault,2016.0,Assault,D51,75,Church-Yonge Corridor (75),-79.38052370000003,43.66465
Assault,2016.0,Assault,D52,77,Waterfront Communities-The Island (77),-79.38867950000002,43.648201
Assault,2016.0,Assault,D22,19,Long Branch (19),-79.5236969,43.5966988
Discharge Firearm With Intent,2016.0,Assault,D53,95,Annex (95),-79.39791109999999,43.6692352
Assault,2016.0,Assault,D54,66,Danforth (66),-79.32978059999998,43.6820641
B&E,2016.0,Break and Enter,D42,117,L'Amoreaux (117),-79.32045749999997,43.7923088
Assault,2016.0,Assault,D41,125,Ionview (125),-79.2738876,43.7308464
Theft From Mail / Bag / Key,2016.0,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.4986267,43.7323074
Assault - Resist/ Prevent Seiz,2016.0,Assault,D32,31,Yorkdale-Glen Park (31),-79.4482651,43.7248802
B&E,2016.0,Break and Enter,D42,130,Milliken (130),-79.2860565,43.8249893
B&E,2016.0,Break and Enter,D33,40,St.Andrew-Windfields (40),-79.3778305,43.7572021
Robbery With Weapon,2016.0,Robbery,D13,109,Caledonia-Fairbank (109),-79.4502792,43.695694
Assault,2016.0,Assault,D43,138,Eglinton East (138),-79.2371063,43.743866
Assault,2016.0,Assault,D43,138,Eglinton East (138),-79.2371063,43.743866
B&E,2016.0,Break and Enter,D32,37,Willowdale West (37),-79.4340363,43.7669792
Assault With Weapon,2016.0,Assault,D31,21,Humber Summit (21),-79.5529861,43.751442
B&E,2016.0,Break and Enter,D31,21,Humber Summit (21),-79.5529861,43.751442
Robbery - Vehicle Jacking,2016.0,Robbery,D51,73,Moss Park (73),-79.3707047,43.6615677
B&E,2016.0,Break and Enter,D42,116,Steeles (116),-79.321228,43.8173027
B&E,2016.0,Break and Enter,D32,50,Newtonbrook East (50),-79.40016170000001,43.785614
Robbery - Other,2016.0,Robbery,D43,133,Centennial Scarborough (133),-79.136673,43.7796021
Robbery - Other,2016.0,Robbery,D43,133,Centennial Scarborough (133),-79.136673,43.7796021
Assault,2016.0,Assault,D13,96,Casa Loma (96),-79.4122314,43.6768036
Robbery With Weapon,2016.0,Robbery,D41,121,Oakridge (121),-79.2782669,43.69903950000001
Assault With Weapon,2016.0,Assault,D41,121,Oakridge (121),-79.2782669,43.69903950000001
Assault,2016.0,Assault,D52,78,Kensington-Chinatown (78),-79.39046479999998,43.6561584
Assault,2016.0,Assault,D31,26,Downsview-Roding-CFB (26),-79.5128555,43.7289238
Theft Over,2016.0,Theft Over,D43,137,Woburn (137),-79.22283940000001,43.7592697
Assault With Weapon,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4376068,43.6594276
Assault,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4376068,43.6594276
Assault Bodily Harm,2016.0,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),-79.4376068,43.6594276
Assault With Weapon,2016.0,Assault,D14,85,South Parkdale (85),-79.4345169,43.6410294
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4345169,43.6410294
Assault,2016.0,Assault,D12,111,Rockcliffe-Smythe (111),-79.4798355,43.6752281
Assault,2016.0,Assault,D14,82,Niagara (82),-79.4037628,43.6464729
Robbery - Mugging,2016.0,Robbery,D51,75,Church-Yonge Corridor (75),-79.37714390000002,43.6565018
Assault,2016.0,Assault,D14,85,South Parkdale (85),-79.4309158,43.6382141
Assault With Weapon,2016.0,Assault,D12,115,Mount Dennis (115),-79.5008926,43.6913033
Robbery - Other,2016.0,Robbery,D43,127,Bendale (127),-79.2611313,43.77361679999999
Robbery - Mugging,2016.0,Robbery,D53,55,Thorncliffe Park (55),-79.34138490000002,43.7080193
Robbery - Mugging,2016.0,Robbery,D53,55,Thorncliffe Park (55),-79.34138490000002,43.7080193
B&E,2016.0,Break and Enter,D55,70,South Riverdale (70),-79.33452609999998,43.6667404
B&E,2016.0,Break and Enter,D52,76,Bay Street Corridor (76),-79.37913509999998,43.6459885
Assault,2016.0,Assault,D51,77,Waterfront Communities-The Island (77),-79.3628235,43.6485062
Assault With Weapon,2016.0,Assault,D42,132,Malvern (132),-79.21865079999998,43.8065376
Aggravated Assault,2016.0,Assault,D42,132,Malvern (132),-79.21865079999998,43.8065376
B&E,2016.0,Break and Enter,D33,42,Banbury-Don Mills (42),-79.3742142,43.7473526
Assault,2016.0,Assault,D41,125,Ionview (125),-79.27739720000002,43.7381363
Assault,2016.0,Assault,D32,36,Newtonbrook West (36),-79.4448318,43.7810402
Assault With Weapon,2016.0,Assault,D41,120,Clairlea-Birchmount (120),-79.2859344,43.715889
Assault,2016.0,Assault,D42,130,Milliken (130),-79.2802277,43.8281059
Assault,2016.0,Assault,D55,68,North Riverdale (68),-79.352623,43.6654892
Assault,2016.0,Assault,D32,39,Bedford Park-Nortown (39),-79.4311523,43.7352219
B&E,2016.0,Break and Enter,D33,47,Don Valley Village (47),-79.3479004,43.7771301
Theft Over - Shoplifting,2016.0,Theft Over,D32,27,York University Heights (27),-79.4810562,43.7847023
B&E,2016.0,Break and Enter,D52,76,Bay Street Corridor (76),-79.3850479,43.6660652
Theft Over,2016.0,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.492775,43.6693954
B&E,2016.0,Break and Enter,D13,109,Caledonia-Fairbank (109),-79.4595871,43.6834221
Assault With Weapon,2016.0,Assault,D13,106,Humewood-Cedarvale (106),-79.4208679,43.6861954
Assault,2016.0,Assault,D14,79,University (79),-79.4102478,43.6626701
B&E W'Intent,2016.0,Break and Enter,D32,39,Bedford Park-Nortown (39),-79.41611479999997,43.7467422
B&E,2016.0,Break and Enter,D41,120,Clairlea-Birchmount (120),-79.2914658,43.7269974
B&E W'Intent,2016.0,Break and Enter,D41,122,Birchcliffe-Cliffside (122),-79.280365,43.6847038
Assault,2016.0,Assault,D12,113,Weston (113),-79.5075684,43.6944313
Theft From Motor Vehicle Over,2016.0,Theft Over,D54,54,O'Connor-Parkview (54),-79.29947659999998,43.7028694
Robbery With Weapon,2016.0,Robbery,D32,31,Yorkdale-Glen Park (31),-79.4489746,43.7174988
Robbery - Mugging,2016.0,Robbery,D14,80,Palmerston-Little Italy (80),-79.4225235,43.6573296
Assault Peace Officer,2016.0,Assault,D14,78,Kensington-Chinatown (78),-79.40093990000003,43.64871220000001
Assault,2016.0,Assault,D41,122,Birchcliffe-Cliffside (122),-79.2865753,43.6869087
Assault,2016.0,Assault,D14,82,Niagara (82),-79.404007,43.6471901
B&E,2016.0,Break and Enter,D43,136,West Hill (136),-79.19310759999998,43.7644348
Assault,2016.0,Assault,D41,126,Dorset Park (126),-79.2778931,43.7573814
